Age  group,Job,Marital Status,Education level,Housing Loan,Personal Loan,Contact,Month,Duration(Sec),Average of Duration,Campaign,Outcome(Yes/No),Final Out come,prev campaign response,prsnt campaign response
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,316,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Unknown,0,0,cellular,apr,177,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Unknown,0,1,cellular,apr,35,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,495,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,150,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,apr,617,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,apr,352,258.2850101971448,1,no,0,0,0
Middle age,Technician,Divorced,Professional,1,0,cellular,apr,211,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,99,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Primary,1,0,cellular,apr,177,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,apr,137,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,cellular,apr,156,258.2850101971448,1,no,0,1,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,268,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,Professional,1,0,cellular,apr,270,258.2850101971448,1,no,0,0,0
Old age,Admin.,Married,Primary,0,0,cellular,apr,94,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,cellular,apr,54,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,670,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,apr,1025,258.2850101971448,1,yes,1,0,1
Middle age,Self-Employed,Divorced,Primary,1,1,cellular,apr,168,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,1,cellular,apr,1122,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,0,0,cellular,apr,98,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Unknown,0,0,cellular,apr,75,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,apr,176,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,1,cellular,apr,90,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,172,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Professional,1,0,cellular,apr,884,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,298,258.2850101971448,4,yes,1,0,1
Old age,Retired,Married,Unknown,0,0,cellular,apr,117,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,cellular,apr,1174,258.2850101971448,1,yes,1,0,1
Young age,Admin.,Single,High School,0,0,cellular,apr,229,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,apr,284,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,apr,272,258.2850101971448,2,no,0,0,0
Teenagers,Student,Single,Primary,0,0,cellular,apr,165,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,244,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Unknown,1,0,cellular,apr,346,258.2850101971448,2,yes,1,0,1
Middle age,Entrepreneur,Married,Professional,1,0,cellular,apr,150,258.2850101971448,1,no,0,0,0
Young age,Student,Single,High School,1,0,telephone,apr,80,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,1,cellular,apr,126,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,693,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,0,0,cellular,apr,129,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,83,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,0,cellular,apr,144,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,257,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Married,Professional,1,0,cellular,apr,1463,258.2850101971448,2,yes,1,0,1
Middle age,Entrepreneur,Married,Primary,1,0,cellular,apr,76,258.2850101971448,3,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,apr,285,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,218,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,570,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,174,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,apr,462,258.2850101971448,1,no,0,0,0
Young age,Student,Single,Professional,1,0,cellular,apr,76,258.2850101971448,4,no,0,0,0
Middle age,Entrepreneur,Married,Primary,0,0,cellular,apr,281,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,apr,1087,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,178,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,1,cellular,apr,667,258.2850101971448,1,yes,1,0,1
Middle age,Technician,Divorced,Professional,1,0,cellular,apr,62,258.2850101971448,1,no,0,0,0
Young age,Admin.,Divorced,Primary,1,0,cellular,apr,114,258.2850101971448,4,no,0,0,0
Middle age,Services,Married,High School,1,0,cellular,apr,60,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,563,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Married,Professional,1,0,cellular,apr,79,258.2850101971448,1,no,0,0,0
Middle age,Services,Divorced,High School,1,0,cellular,apr,198,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,0,cellular,apr,118,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,apr,314,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,apr,241,258.2850101971448,1,no,0,0,0
Middle age,Services,Divorced,High School,0,1,cellular,apr,653,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Primary,1,0,cellular,apr,66,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,1,0,cellular,apr,77,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,178,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,127,258.2850101971448,1,yes,1,0,1
Young age,Services,Single,Primary,1,0,cellular,apr,483,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,308,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,apr,289,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,1,0,cellular,apr,44,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,1,1,cellular,apr,168,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,telephone,apr,130,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Unknown,1,1,cellular,apr,96,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,249,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,telephone,apr,100,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Primary,1,0,cellular,apr,105,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,apr,75,258.2850101971448,1,no,0,0,0
Old age,Services,Divorced,High School,1,0,cellular,apr,144,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,357,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,1,cellular,apr,285,258.2850101971448,5,no,0,0,0
Middle age,Admin.,Married,Professional,1,1,cellular,apr,700,258.2850101971448,5,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,257,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,1,0,cellular,apr,487,258.2850101971448,3,no,0,0,0
Middle age,Services,Divorced,High School,0,0,cellular,apr,235,258.2850101971448,2,no,0,0,0
Middle age,Services,Single,Professional,0,0,cellular,apr,290,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,High School,0,0,cellular,apr,125,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Married,Primary,1,0,cellular,apr,241,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,apr,772,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,0,0,cellular,apr,657,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,High School,1,1,cellular,apr,123,258.2850101971448,3,no,0,1,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,apr,255,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,Professional,1,0,cellular,apr,375,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,386,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,High School,1,0,cellular,apr,280,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,772,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Divorced,High School,0,0,cellular,apr,380,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,High School,1,0,cellular,apr,302,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Primary,1,0,cellular,apr,399,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Divorced,Primary,1,0,cellular,apr,453,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,apr,567,258.2850101971448,2,no,0,0,0
Middle age,Services,Single,High School,1,0,cellular,apr,91,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,High School,1,0,cellular,apr,44,258.2850101971448,2,no,0,0,0
Young age,Management,Single,Professional,0,0,cellular,apr,640,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,Primary,1,0,cellular,apr,417,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,1365,258.2850101971448,2,yes,1,0,1
Middle age,Admin.,Divorced,Professional,1,0,cellular,apr,194,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,176,258.2850101971448,3,no,0,0,0
Young age,Technician,Single,Professional,1,1,cellular,apr,71,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,High School,1,0,telephone,apr,63,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Divorced,High School,1,1,cellular,apr,433,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Primary,0,1,cellular,apr,127,258.2850101971448,2,no,0,0,0
Middle age,Retired,Married,Primary,1,1,cellular,apr,449,258.2850101971448,2,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,apr,472,258.2850101971448,2,no,0,0,0
Middle age,Services,Single,High School,1,0,cellular,apr,1007,258.2850101971448,3,no,0,0,0
Young age,Technician,Married,Professional,0,1,cellular,apr,383,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,1,0,cellular,apr,256,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Single,High School,1,0,telephone,apr,668,258.2850101971448,3,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,apr,211,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Professional,0,0,cellular,apr,348,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,0,0,cellular,apr,792,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,High School,0,1,telephone,apr,55,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,apr,282,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,0,0,telephone,apr,198,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,104,258.2850101971448,1,no,0,0,0
Middle age,Technician,Single,Professional,0,0,cellular,apr,370,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,1285,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,High School,1,1,cellular,apr,48,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,0,1,cellular,apr,316,258.2850101971448,2,no,0,0,0
Middle age,Technician,Divorced,High School,1,1,cellular,apr,279,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,225,258.2850101971448,1,no,0,1,0
Old age,Admin.,Married,Primary,1,0,cellular,apr,299,258.2850101971448,2,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,telephone,apr,193,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,apr,804,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,apr,211,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Single,Professional,1,0,cellular,apr,274,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,High School,1,0,cellular,apr,399,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,0,cellular,apr,691,258.2850101971448,1,no,0,0,0
Young age,Self-Employed,Married,Professional,1,0,cellular,apr,344,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,telephone,apr,426,258.2850101971448,3,yes,1,0,1
Young age,Student,Single,Professional,0,0,cellular,apr,539,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,cellular,apr,161,258.2850101971448,1,yes,1,0,1
Middle age,Management,Married,Professional,1,0,cellular,apr,137,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Divorced,Professional,1,0,cellular,apr,580,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,Primary,0,0,cellular,apr,119,258.2850101971448,1,no,0,1,0
Middle age,Services,Divorced,Primary,0,0,cellular,apr,296,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,1,0,cellular,apr,179,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,Primary,0,0,cellular,apr,169,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,Primary,1,0,cellular,apr,429,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Primary,1,0,cellular,apr,137,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,466,258.2850101971448,4,no,0,0,0
Young age,Technician,Married,Primary,0,0,cellular,apr,263,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Primary,1,0,cellular,apr,75,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,apr,287,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,apr,176,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Primary,0,0,cellular,apr,442,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,304,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,0,0,cellular,apr,594,258.2850101971448,2,no,0,0,0
Young age,Technician,Married,Primary,1,0,cellular,apr,772,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,0,0,cellular,apr,647,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,263,258.2850101971448,1,no,0,0,0
Young age,Student,Married,Professional,1,1,telephone,apr,127,258.2850101971448,7,no,0,0,0
Middle age,Entrepreneur,Divorced,High School,0,0,cellular,apr,71,258.2850101971448,5,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,432,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Primary,0,0,cellular,apr,332,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,cellular,apr,829,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,1,cellular,apr,614,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,797,258.2850101971448,1,no,0,0,0
Young age,Student,Single,Unknown,0,0,cellular,apr,102,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,apr,1410,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,944,258.2850101971448,1,yes,1,0,1
Young age,Student,Single,Unknown,0,1,cellular,apr,246,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,234,258.2850101971448,1,no,0,0,0
Young age,Student,Single,Professional,0,1,cellular,apr,551,258.2850101971448,2,yes,1,0,1
Young age,Student,Single,Unknown,1,0,cellular,apr,427,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,340,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,cellular,apr,579,258.2850101971448,3,no,0,0,0
Middle age,Services,Married,Primary,1,0,cellular,apr,561,258.2850101971448,3,no,0,0,0
Young age,Student,Single,Unknown,1,0,cellular,apr,1156,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,307,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,apr,192,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,apr,46,258.2850101971448,4,no,0,0,0
Young age,Management,Married,Primary,0,1,cellular,apr,71,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,apr,109,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,35,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,apr,377,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,81,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Single,Professional,0,0,cellular,apr,360,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,apr,141,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,430,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Single,Primary,0,0,cellular,apr,282,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,cellular,apr,260,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,apr,226,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,164,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,cellular,apr,125,258.2850101971448,4,no,0,0,0
Middle age,Admin.,Divorced,High School,0,0,cellular,apr,620,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,apr,141,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,557,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,50,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,0,cellular,apr,222,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,434,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,180,258.2850101971448,2,no,0,0,0
Teenagers,Student,Single,Unknown,1,0,cellular,apr,156,258.2850101971448,1,yes,1,0,1
Middle age,Management,Married,Professional,1,0,cellular,apr,345,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,Professional,0,0,cellular,apr,118,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,Unknown,0,0,cellular,apr,85,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,233,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,1,1,cellular,apr,249,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,apr,179,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,1,cellular,apr,52,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Primary,0,0,cellular,apr,112,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,apr,392,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,apr,113,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,119,258.2850101971448,1,no,0,0,0
Young age,Student,Married,Professional,1,0,telephone,apr,98,258.2850101971448,1,no,0,0,0
Young age,Entrepreneur,Married,Professional,0,0,cellular,apr,85,258.2850101971448,1,no,0,0,0
